label,max_temp,min_temp,max_wind_speed,min_wind_speed,precipitation_sum,par_total,root_zone_soil_wetness,surface_soil_wetness,humidity,earth_skin_temp
Healthy,42.9876,1.0997,8.2307,0.0136,102.9527,7.5792,0.408,0.3244,6.5574,23.3642
Scald,42.65,6.6176,7.7636,0.0128,65.9783,7.4936,0.4092,0.3495,7.5629,23.3946
Scald,41.0648,5.543,7.6917,0.022,120.8155,7.5869,0.4162,0.3736,7.3037,22.4127
Stripes,40.646,6.0578,7.0885,0.0256,99.9418,7.2655,0.4264,0.3943,7.9004,22.2086
Scald,37.8961,8.4061,4.6148,0.0331,395.4426,7.5595,0.5999,0.6212,10.9643,21.3608
Scald,41.4879,9.7283,4.4394,0.0054,163.2496,7.9414,0.4783,0.459,9.7371,23.8602
Stripes,44.7972,5.4691,5.7218,0.0403,56.7605,7.4538,0.4483,0.3693,6.7809,23.4893
Scald,44.0904,7.693,5.7325,0.0318,121.5697,7.5559,0.6135,0.5523,11.4956,24.0108
Blast,40.9217,5.6154,7.6788,0.0213,130.5099,7.6081,0.4136,0.3684,7.298,22.4281
Tungro,40.6497,7.9509,8.038,0.0207,105.4193,7.0508,0.4409,0.4137,7.676,22.5437
Blast,40.7557,5.7225,7.6475,0.0173,130.0833,7.5639,0.4167,0.3723,7.2529,22.3946
Healthy,39.1152,6.0306,5.121,0.0409,189.0962,6.8355,0.4584,0.4006,9.3243,24.6934
Leaf-folder Injury,36.6456,7.9402,4.3501,0.0081,403.2526,7.4631,0.5745,0.58,11.1233,21.7558
Healthy,42.7381,6.8604,7.3811,0.0088,60.6097,7.4337,0.4121,0.3442,7.3736,23.4698
Stripes,42.826,7.3785,5.4668,0.07,101.3986,7.9127,0.5495,0.489,10.2955,24.0235
Scald,42.7119,6.9389,7.289,0.0137,65.4863,7.464,0.405,0.3374,7.4422,23.5302
Blast,42.1575,6.6596,5.0117,0.0037,153.6146,8.1975,0.5023,0.4209,10.167,24.9207
Healthy,41.2697,6.5223,4.8708,0.058,158.5135,7.316,0.4526,0.4098,8.9603,24.2406
Leaf-folder Injury,36.8067,9.7967,1.0503,0.0173,115.3596,8.6751,0.4333,0.4056,9.0354,21.7372
Blast,38.3342,6.1251,6.8802,0.0143,83.9649,7.2314,0.4294,0.3909,7.9382,22.071
Leaf-folder Injury,33.8332,9.052,1.2996,0.022,709.4138,7.9153,0.5514,0.6007,12.1273,21.093
Healthy,42.7684,6.5343,7.5224,0.01,64.7331,7.5015,0.4075,0.3446,7.5074,23.4984
Blast,44.4794,5.5025,5.4392,0.0415,55.3799,7.4953,0.446,0.3665,6.6293,23.4495
Stripes,38.5606,8.8731,0.8739,0.0073,115.0291,8.1964,0.4441,0.4264,10.1752,22.4642
Healthy,41.306,5.907,6.4323,0.0549,107.2507,7.9534,0.528,0.4347,9.9295,24.8516
Stripes,37.6595,10.9321,1.169,0.0093,55.7091,8.5825,0.4101,0.3345,9.1251,23.2261
Scald,41.0322,5.5632,7.6768,0.0217,115.6172,7.6151,0.4155,0.3655,7.344,22.4845
Blast,41.701,9.6791,7.2963,0.0768,89.5941,7.5461,0.4144,0.3601,7.6523,23.4735
Blast,43.605,7.033,7.8939,0.0532,35.73,7.4613,0.4348,0.3789,7.1235,22.9341
Tungro,42.659,7.085,7.3983,0.011,62.3019,7.4306,0.4122,0.3446,7.4168,23.4011
Healthy,37.0889,11.186,5.9684,0.0859,153.2346,8.1308,0.4584,0.4085,12.4869,24.9965
Scald,40.0631,10.1251,6.7156,0.0203,145.0435,6.9621,0.6031,0.5968,12.8228,23.7677
Healthy,37.655,10.3755,7.8231,0.1051,51.5347,7.7867,0.4503,0.396,12.1538,24.8987
Blast,43.3764,2.5538,6.9313,0.0202,85.7361,7.4836,0.4437,0.3468,7.0865,23.8774
Blast,43.6306,7.2687,7.7007,0.049,38.4792,7.4325,0.4366,0.3825,7.1663,23.0764
Stripes,40.7735,5.5933,7.9249,0.018,142.1303,7.5961,0.4201,0.3681,7.4203,22.3818
Scald,37.6797,5.0394,4.4085,0.0819,299.4916,7.1339,0.5559,0.5629,10.1144,21.9427
Blast,37.2515,11.0973,4.9702,0.013,207.4073,7.2367,0.5408,0.5322,13.1117,23.6355
Tungro,41.0203,5.6095,7.7474,0.0203,138.6485,7.6013,0.4145,0.371,7.2776,22.3291
Healthy,40.8631,5.677,7.8339,0.0238,117.6002,7.6007,0.42,0.3766,7.2419,22.4375
Stripes,37.4458,10.8395,4.9996,0.0124,225.2323,7.241,0.5472,0.5269,12.7052,23.8103
Leaf-folder Injury,38.5412,7.7715,4.0598,0.0324,447.7345,7.6576,0.4637,0.4517,9.925,22.6914
Healthy,36.4137,7.5111,4.2576,0.0613,753.0159,7.1155,0.5734,0.5686,12.6608,23.2607
Leaf-folder Injury,35.4833,10.5109,5.1843,0.1218,492.2671,7.489,0.6605,0.6613,12.5541,22.5354
Healthy,41.8656,10.1455,7.4279,0.0733,86.8144,7.5541,0.4103,0.3653,7.6682,23.5612
Blast,43.401,1.6203,6.8725,0.0204,81.9578,7.4325,0.4351,0.3506,7.1266,23.8989
Scald,38.8369,7.6512,4.9337,0.0336,409.9985,7.1127,0.5823,0.6148,11.3927,21.7591
Scald,41.2711,5.5714,7.6179,0.0194,132.6615,7.5758,0.4199,0.3685,7.197,22.3512
Leaf-folder Injury,37.8567,8.1473,4.5087,0.0274,369.9704,7.6038,0.596,0.603,10.9661,21.4959
Scald,37.6528,9.6602,1.3031,0.0034,200.7867,8.42,0.4829,0.4875,10.0564,21.5974
Tungro,38.8676,7.1816,4.5414,0.0367,474.4275,7.6187,0.4869,0.4894,9.873,22.1783
Leaf-folder Injury,42.9322,2.4073,8.5273,0.0097,116.2288,7.5948,0.3982,0.3235,6.6056,23.2033
Blast,43.5309,7.9025,4.3475,0.0432,227.129,6.9868,0.5564,0.4676,10.2797,24.6634
Leaf-folder Injury,33.6354,8.9266,1.202,0.0229,735.2108,7.8463,0.5479,0.5909,11.9963,20.9137
Tungro,43.1853,1.8601,8.4845,0.0119,102.0416,7.64,0.3939,0.3184,6.5379,23.2659
Leaf-folder Injury,37.0115,7.4386,4.4787,0.0644,732.6237,7.0264,0.5794,0.5898,12.2117,23.4153
Stripes,39.469,9.7824,6.9907,0.0153,163.6016,6.963,0.6065,0.5873,13.0615,23.4925
Insect Infestation,42.6194,7.9549,5.3495,0.0665,72.252,7.4621,0.4392,0.3544,7.7251,25.0412
Scald,41.7439,6.2499,6.6782,0.0355,76.5173,7.6061,0.3615,0.2649,5.9138,22.8643
Scald,40.8704,5.5584,7.5871,0.0192,125.7365,7.5698,0.4143,0.37,7.2826,22.3452
Tungro,36.4547,11.43,5.817,0.0964,233.22,7.7263,0.4685,0.4281,11.9011,24.5273
Stripes,37.8902,5.1296,4.2471,0.0771,277.3341,7.1457,0.5578,0.5654,10.002,21.8905
Insect Infestation,43.7272,6.6737,9.1479,0.04,103.8228,6.9184,0.3922,0.3318,7.2488,24.8859
Insect Infestation,36.5484,11.5559,5.9397,0.1021,233.1758,7.6625,0.4646,0.4239,12.2811,24.4363
Insect Infestation,44.1987,7.4524,5.2431,0.0571,138.2836,6.7645,0.4638,0.4156,8.6271,23.9812
Scald,41.4413,7.1998,4.9595,0.0557,152.5978,7.5058,0.4576,0.4096,8.4613,24.2898
Scald,44.6583,5.5441,5.6338,0.0421,52.1518,7.5064,0.4433,0.3723,6.7724,23.4699
Leaf-folder Injury,42.3294,8.0772,5.5808,0.068,71.9593,7.5158,0.4427,0.3585,7.7206,24.905
Insect Infestation,41.0252,5.4687,7.6083,0.0177,136.9325,7.571,0.4183,0.3772,7.2552,22.458
Blast,42.0762,7.2727,6.1094,0.1085,93.291,8.1414,0.5131,0.4212,9.8836,25.5624
Healthy,32.5116,8.3847,4.7908,0.0684,1336.7327,7.4169,0.683,0.704,12.5494,21.7666
Stripes,44.6656,5.4398,5.3888,0.0447,53.0507,7.4428,0.4387,0.3694,6.8155,23.4716
Healthy,38.5684,6.2422,7.0022,0.0127,81.8035,7.2402,0.4288,0.3902,7.9581,22.1747
Leaf-folder Injury,43.1177,1.6895,8.3636,0.01,105.5081,7.6161,0.3945,0.3261,6.5857,23.2346
Healthy,40.4172,7.857,7.9819,0.0212,105.9653,7.0594,0.4409,0.4075,7.7107,22.6336
Scald,38.9179,6.5573,1.8614,0.0326,90.4313,8.4083,0.4142,0.3644,8.4236,22.263
Blast,43.4606,7.5754,8.0758,0.0508,41.2892,7.4748,0.4461,0.3754,7.0119,23.015
Healthy,43.5521,7.9991,8.1517,0.0493,37.4359,7.477,0.4448,0.3861,7.1062,23.1156
Healthy,41.1478,6.2668,7.1632,0.0223,107.4108,7.3313,0.4275,0.3905,7.9095,22.1678
Scald,43.015,1.3054,8.4045,0.0102,108.1928,7.6127,0.3923,0.318,6.5491,23.1008
Stripes,41.1249,5.7313,7.7408,0.0228,125.8699,7.6141,0.4148,0.3708,7.1371,22.2972
Insect Infestation,39.2555,9.8811,6.7431,0.0225,159.2738,6.9094,0.6126,0.5987,13.0818,23.586
Scald,39.2001,5.8552,4.6315,0.0412,471.9879,7.4551,0.5234,0.514,10.8367,22.0514
Blast,44.7462,5.4916,5.8288,0.0432,54.2077,7.5239,0.45,0.3671,6.8371,23.4234
Insect Infestation,36.4444,10.7329,5.5553,0.0921,227.5288,7.674,0.4609,0.4238,11.7667,24.2638
Healthy,40.9569,5.5989,7.7459,0.0172,137.3256,7.646,0.4192,0.3711,7.328,22.3402
Blast,37.1229,5.0528,4.4197,0.0799,305.4475,7.0785,0.5653,0.5604,9.9302,21.8431
Blast,37.4443,5.1106,4.5654,0.0777,268.2175,7.1602,0.5566,0.5661,9.99,21.6342
Blast,36.2661,10.884,5.952,0.0609,313.381,8.0769,0.5482,0.5359,12.5126,23.3281
Insect Infestation,41.1781,7.2198,4.824,0.0224,364.8882,7.5347,0.6697,0.634,11.1923,22.432
Healthy,40.7489,6.2957,7.0475,0.0205,102.6945,7.2743,0.4286,0.3951,7.8888,22.2577
Blast,35.9831,5.8306,1.1222,0.0152,344.6992,7.9124,0.5343,0.5348,11.5988,21.155
Leaf-folder Injury,43.6312,7.1114,8.8064,0.041,101.4337,6.9391,0.3978,0.3423,7.1711,24.8358
Blast,41.1235,5.6117,7.6828,0.0192,115.4901,7.6232,0.4126,0.3753,7.2998,22.4449
Stripes,41.0047,5.5964,7.7089,0.0228,117.9869,7.5727,0.4153,0.3672,7.2508,22.3324
Healthy,39.9018,7.6013,7.9462,0.0239,104.4554,7.0754,0.4429,0.4108,7.7079,22.5771
Tungro,40.5129,7.9783,7.9966,0.0176,103.4451,7.0869,0.4422,0.4079,7.7144,22.5963
Leaf-folder Injury,43.3895,2.2311,6.8573,0.0215,86.0771,7.4216,0.4316,0.3443,7.2187,23.9317
Tungro,41.1998,7.0023,4.6453,0.021,466.0592,7.5389,0.657,0.6383,11.0112,22.562
Blast,40.8699,5.59,7.6055,0.0165,126.0804,7.5734,0.4143,0.366,7.4069,22.362
Healthy,35.7236,10.4197,5.3687,0.1135,503.364,7.4183,0.6585,0.6581,12.6011,22.4841
Tungro,43.7785,7.2416,9.0237,0.0414,100.6066,6.9799,0.396,0.3367,7.2746,24.7586
Healthy,35.6578,11.134,5.8202,0.1008,228.6789,7.7894,0.4649,0.4261,12.016,24.4331
Scald,41.7261,6.452,4.9869,0.0697,44.155,6.9304,0.4971,0.4546,8.3387,23.946
Blast,38.4008,6.3564,6.8421,0.0165,81.967,7.2069,0.4283,0.3944,7.9521,22.0281
Tungro,40.9285,7.0608,4.7524,0.0291,429.5756,7.539,0.658,0.6343,10.8738,22.5464
Tungro,40.8813,5.593,7.778,0.0182,112.3912,7.6047,0.4169,0.368,7.3379,22.3321
Insect Infestation,33.7782,9.1219,1.1527,0.0237,741.1845,7.918,0.5509,0.5766,11.6803,21.1319
Healthy,33.6246,6.075,3.8951,0.0355,570.055,7.4918,0.6828,0.7106,12.3758,21.3819
Blast,43.8016,7.5092,6.3556,0.052,97.7808,7.4235,0.4299,0.3735,8.6867,24.6653
Leaf-folder Injury,42.536,6.9328,7.7148,0.0087,67.3847,7.4668,0.4044,0.3437,7.4669,23.3792
Blast,39.8373,5.4825,5.5933,0.1275,320.8335,7.68,0.562,0.5192,11.1241,24.2568
Scald,39.52,6.16,4.97,0.05,461.87,7.4675,0.5275,0.5225,10.935,22.275
Healthy,40.6866,5.8097,7.8192,0.0186,129.1897,7.58,0.4158,0.3667,7.2714,22.3576
Healthy,41.046,5.5872,8.0415,0.0201,122.8518,7.606,0.4157,0.3671,7.3843,22.4486
Blast,37.5627,10.6849,7.7123,0.0468,175.8747,6.9172,0.4901,0.4538,14.0852,25.0993
Stripes,42.946,9.1367,5.0603,0.0355,115.7358,8.113,0.5024,0.4003,10.4808,26.1685
Blast,43.2739,7.1838,6.8614,0.073,67.9037,8.2512,0.501,0.3706,8.6812,25.0119
Healthy,38.2685,7.3779,3.8239,0.0163,278.0934,7.9213,0.5579,0.5744,10.9363,22.5293
Blast,42.9359,8.2735,5.7073,0.0639,70.305,7.5439,0.4381,0.3528,7.7266,24.94
Stripes,40.6108,6.1833,6.9821,0.0226,98.4166,7.2962,0.4308,0.3911,7.9068,22.3002
Scald,43.6643,7.2169,7.8233,0.0489,36.9137,7.4696,0.4385,0.3737,7.0141,22.8337
Stripes,38.0363,7.6904,1.4493,0.011,173.9636,7.7712,0.4694,0.4665,10.4115,22.0038
Blast,37.4048,6.5355,6.5882,0.0433,337.8871,7.0623,0.5187,0.4961,9.6101,21.1174
Scald,40.9922,5.6658,7.9363,0.0225,121.7541,7.5648,0.4204,0.3681,7.3046,22.3625
Stripes,44.7328,6.6194,7.9552,0.038,122.7555,6.8207,0.4668,0.439,7.8795,22.0337
Blast,40.9674,5.5541,7.669,0.0196,123.787,7.6083,0.418,0.3658,7.1892,22.4527
Leaf-folder Injury,41.06,5.61,6.23,0.06,99.79,7.945,0.5275,0.4425,10.0025,24.7275
Scald,43.2123,8.2984,5.4636,0.0592,74.4951,7.577,0.4359,0.3603,7.7127,25.0875
Insect Infestation,43.7607,7.0121,8.9016,0.0423,100.1355,6.9251,0.3978,0.3427,7.3074,24.9576
Insect Infestation,41.4333,5.6478,7.7562,0.0191,112.3972,7.5986,0.4209,0.3671,7.2688,22.3596
Insect Infestation,43.4006,2.2602,6.7446,0.0155,82.8031,7.4531,0.438,0.3428,7.1298,23.7627
Healthy,43.6012,2.7945,6.9157,0.0181,82.9883,7.4812,0.4334,0.3443,7.0835,24.0625
Tungro,38.0954,7.3392,4.9858,0.0395,394.5632,7.1258,0.5901,0.6144,11.0662,21.7951
Stripes,43.7735,6.9256,8.9193,0.0404,105.9064,6.9644,0.3876,0.3388,7.4246,24.8201
Scald,42.8226,7.3285,7.5625,0.0138,60.893,7.471,0.4073,0.3426,7.4334,23.3718
Scald,42.4861,6.7487,7.3644,0.0108,63.0395,7.4994,0.4163,0.3373,7.4384,23.3455
Scald,37.4083,8.612,1.754,0.0117,101.7423,8.3048,0.4216,0.3577,8.6895,22.8578
Blast,41.0354,5.6063,7.7946,0.0213,117.7448,7.5909,0.4106,0.3703,7.2448,22.4114
Leaf-folder Injury,42.0302,9.8474,7.5015,0.0846,87.0687,7.534,0.4126,0.359,7.617,23.5139
Blast,38.6512,6.9683,4.4593,0.0428,441.849,7.5628,0.4744,0.4895,10.002,22.162
Scald,38.9511,7.7435,4.411,0.0275,464.5618,7.609,0.4546,0.4483,9.9161,22.7944
Blast,37.3071,8.0969,1.1094,0.0009,95.1329,7.8474,0.4082,0.3337,9.4964,22.221
Stripes,35.2885,10.5622,5.4015,0.1225,502.8266,7.4806,0.6719,0.6472,12.3789,22.5168
Tungro,42.8837,9.2037,5.2834,0.0334,107.058,8.0938,0.5026,0.3919,10.729,26.3281
Healthy,39.2683,7.555,5.6779,0.0168,58.842,7.9292,0.4359,0.3721,11.238,24.6398
Stripes,43.4665,2.2866,6.7845,0.0175,79.8301,7.4211,0.4282,0.3482,7.1255,23.9029
Healthy,42.8104,3.4342,6.4305,0.0331,63.9761,8.003,0.4929,0.3529,8.813,25.2427
Scald,41.0059,5.6895,7.6853,0.019,113.97,7.606,0.416,0.3703,7.2513,22.4487
Blast,39.363,10.2736,6.7984,0.019,154.5917,6.9565,0.601,0.5835,13.3566,23.6423
Scald,36.4543,6.7834,3.8293,0.0814,439.4973,7.7292,0.5507,0.5586,11.1253,21.4268
Insect Infestation,39.9433,10.3638,5.2348,0.007,74.2257,7.8091,0.5205,0.4974,12.3725,24.1533
Tungro,41.0497,9.4376,7.3877,0.0787,85.8321,7.5511,0.411,0.3623,7.6445,23.4923
Healthy,38.7027,7.8238,3.8354,0.0302,387.5527,7.5751,0.4601,0.4341,9.7238,22.7512
Healthy,42.5855,8.4063,5.2895,0.061,68.9105,7.5131,0.4388,0.3547,7.7234,24.9612
Scald,42.8412,6.9111,7.5101,0.0123,65.6575,7.4213,0.4062,0.3404,7.3827,23.4516
Leaf-folder Injury,40.9019,5.5379,7.7386,0.0209,118.6087,7.5855,0.4144,0.3709,7.4174,22.5156
Healthy,33.4785,9.0658,1.3217,0.0197,721.7318,7.8903,0.5594,0.5974,11.8981,21.2268
Blast,44.6869,6.674,8.2876,0.0435,124.2922,6.7886,0.4659,0.437,7.9021,21.9068
Stripes,40.7854,5.5764,7.7089,0.0209,119.8153,7.5838,0.4155,0.366,7.3745,22.3217
Tungro,42.9302,7.8957,4.5986,0.0433,237.9856,7.109,0.542,0.4422,10.3709,24.7754
Scald,42.6152,8.1768,5.5003,0.0561,66.6064,7.4955,0.4346,0.3603,7.7317,24.9003
Scald,43.3183,2.3456,6.834,0.0186,85.0845,7.4697,0.434,0.3473,7.0626,23.9264
Tungro,42.7243,7.2799,5.4271,0.0871,124.988,7.084,0.5317,0.5074,10.2998,23.395
Insect Infestation,38.283,7.7742,4.8987,0.0617,358.722,8.1755,0.4975,0.4621,9.9226,22.1437
Leaf-folder Injury,42.922,8.1833,5.3695,0.0536,70.2329,7.5356,0.4393,0.3586,7.7107,25.0806
Healthy,37.4007,10.1422,1.6398,0.0089,138.7299,8.2856,0.4424,0.4087,9.767,22.6076
Scald,37.3874,7.3363,3.6326,0.0544,357.1211,8.0085,0.5171,0.5045,10.0604,22.4503
Tungro,36.8721,11.1631,6.6979,0.0955,137.8482,8.2024,0.4583,0.4083,12.3325,24.8093
Scald,36.2118,6.0497,1.4403,0.0112,341.3141,7.9088,0.5231,0.5544,11.4456,21.2727
Blast,41.2461,9.9586,7.402,0.0826,88.6778,7.5715,0.4111,0.3552,7.6233,23.1687
Insect Infestation,40.9383,5.5462,7.7007,0.0174,125.7117,7.592,0.4193,0.3705,7.1715,22.4213
Tungro,41.19,5.6528,7.7756,0.0184,129.064,7.6199,0.4151,0.3712,7.2513,22.4656
Healthy,44.725,5.6726,5.641,0.0414,53.3552,7.4438,0.4459,0.3566,6.8578,23.411
Blast,36.4956,8.1352,1.4884,0.0099,336.7968,7.7459,0.5241,0.5563,10.4945,20.7954
Leaf-folder Injury,36.7224,7.4574,4.6038,0.0549,686.7943,7.1016,0.5758,0.5708,12.3863,23.3988
Scald,36.9833,10.992,7.3946,0.0323,162.3945,6.8658,0.4964,0.4647,14.0029,25.2607
Healthy,40.7494,7.059,4.7167,0.0176,394.3662,7.5302,0.6463,0.646,11.1265,22.62
Blast,37.9362,9.7473,1.707,0.0079,210.3878,8.274,0.4812,0.4759,10.0844,21.4759
Leaf-folder Injury,42.6704,6.9907,5.6366,0.0855,101.7563,7.9427,0.5589,0.4974,10.5419,24.2499
Scald,36.1983,6.8065,3.7141,0.0752,421.1787,7.6877,0.5516,0.5513,10.8704,21.3501
Scald,43.9307,6.2692,6.5815,0.0996,61.7662,7.441,0.4631,0.3923,7.8514,24.3111
Blast,43.529,7.3702,8.1846,0.0486,37.7927,7.4438,0.444,0.3818,7.0717,22.9348
Leaf-folder Injury,43.4801,6.7141,5.9352,0.0325,130.3271,7.4603,0.447,0.383,9.2723,24.5605
Insect Infestation,43.8283,7.534,8.9553,0.0395,99.0845,6.9026,0.4013,0.3338,7.2402,24.7404
Blast,33.4251,8.7974,1.1823,0.0194,691.9454,7.8901,0.554,0.5877,11.799,21.3211
Tungro,38.0387,11.6316,6.11,0.0498,152.3575,7.7013,0.5097,0.4893,12.5909,24.66
Insect Infestation,44.7652,6.6244,8.2095,0.0436,126.545,6.7872,0.4637,0.4354,7.8769,22.0386
Scald,42.7376,6.5304,7.5682,0.0105,58.6944,7.4765,0.4123,0.3378,7.3408,23.4562
Scald,36.8397,6.9641,3.9829,0.0505,369.3276,7.9123,0.5203,0.506,10.0948,22.5576
Healthy,42.1176,6.0613,5.1775,0.0711,25.4179,6.9757,0.497,0.4436,8.4084,24.0809
Scald,42.9365,8.9522,5.3163,0.0679,70.7997,7.976,0.5223,0.4086,9.5705,25.8433
Leaf-folder Injury,40.8972,5.692,7.8572,0.0181,136.4153,7.5969,0.417,0.3693,7.3028,22.3806
Healthy,37.9415,10.433,5.6137,0.0123,199.1069,7.7387,0.4438,0.399,12.1409,24.9199
Stripes,43.6028,7.54,7.6704,0.05,37.8734,7.4671,0.4418,0.3759,7.2095,23.0299
Scald,41.521,7.4773,5.7725,0.0701,97.4813,7.147,0.4283,0.3556,8.5628,24.0343
Blast,36.6585,11.2052,5.7411,0.0593,359.0435,8.0492,0.5521,0.5453,12.7948,23.3005
Tungro,37.644,9.8059,0.748,0.0169,116.1269,8.6561,0.43,0.3929,9.0726,22.0136
Scald,36.5431,11.1707,5.6264,0.0525,342.8491,8.0334,0.5432,0.5435,12.9031,23.5771
Insect Infestation,43.8865,6.6729,9.0982,0.0429,105.2895,6.9394,0.3975,0.3352,7.3398,24.7176
Tungro,37.8728,9.4023,1.2896,0.0035,221.487,8.0912,0.4692,0.4631,10.3298,22.0467
Tungro,33.424,9.4153,1.2477,0.021,746.1899,7.8639,0.5708,0.6007,11.6517,21.1287
Scald,42.6203,6.5446,7.4841,0.0131,61.0338,7.4915,0.4066,0.3415,7.4634,23.3561
Stripes,41.7301,5.9206,6.5331,0.0382,82.5653,7.575,0.3572,0.2651,5.8162,22.8766
Scald,37.6297,6.3751,6.3743,0.0377,356.7936,7.046,0.5131,0.5001,9.0035,21.2526
Tungro,36.865,11.3786,5.9825,0.0584,374.1503,8.0257,0.541,0.5336,12.5286,23.4107
Scald,41.108,5.5253,7.7579,0.0207,129.4752,7.6058,0.4195,0.3691,7.3445,22.3614
Scald,36.5083,9.8962,7.6524,0.0885,94.0389,7.7961,0.4746,0.4338,12.6162,23.8441
Blast,36.6473,10.736,6.0036,0.0505,170.7199,7.9796,0.4672,0.4318,11.7426,23.8692
Stripes,36.4746,7.2357,4.2689,0.0605,724.5332,7.0975,0.5745,0.57,12.686,23.4279
Stripes,46.5264,6.5598,7.0994,0.0368,150.2201,6.5359,0.5279,0.4968,8.5361,22.9673
Scald,38.69,10.4756,6.9091,0.0982,37.755,7.5753,0.5344,0.4994,12.7435,24.3697
Insect Infestation,41.5178,6.1829,6.5048,0.0416,79.8997,7.5787,0.3506,0.2522,5.8225,22.9487
Blast,36.3544,8.3318,1.0008,0.0083,316.7868,7.811,0.529,0.5593,10.7219,20.7109
Healthy,40.6735,5.606,7.7387,0.0194,113.6427,7.5655,0.4212,0.3667,7.3161,22.3521
Healthy,41.0402,5.4992,7.6581,0.022,125.2059,7.596,0.4167,0.375,7.3491,22.317
Stripes,41.0052,6.1009,7.2436,0.0277,105.6139,7.2822,0.4253,0.3874,7.9005,22.073
Scald,37.3804,10.7419,4.8762,0.0127,209.2762,7.1457,0.5501,0.5296,12.7432,23.9494
Blast,43.748,6.8616,9.1229,0.0399,96.9552,6.964,0.3993,0.338,7.3669,24.742
Healthy,42.616,6.7996,7.6203,0.0086,66.4138,7.4687,0.4099,0.3446,7.3476,23.3602
Tungro,43.3353,2.0038,6.9082,0.0217,76.5064,7.4602,0.4355,0.3494,7.2072,24.0505
Tungro,43.1345,2.1413,8.3746,0.0115,106.4467,7.5887,0.3954,0.3211,6.5629,23.0986
Stripes,41.0904,5.6187,7.5064,0.021,127.0346,7.5921,0.4124,0.3666,7.2117,22.4044
Blast,37.2673,9.445,1.3487,0.0253,130.5474,8.0938,0.4263,0.3882,10.2986,22.8468
Blast,39.8151,4.2609,4.705,0.0788,177.1539,8.0473,0.4775,0.4564,9.8217,23.2765
Healthy,38.3407,6.4483,6.8001,0.0149,85.1192,7.2714,0.4309,0.3992,7.9767,22.1946
Leaf-folder Injury,39.1053,10.3228,1.3779,0.0149,57.6063,8.397,0.4333,0.4037,9.4853,22.744
Healthy,41.2399,6.9883,4.5656,0.0456,156.3242,7.4969,0.458,0.4128,9.138,24.2515
Leaf-folder Injury,38.5262,6.1207,7.1407,0.0055,85.9335,7.1453,0.4314,0.3986,7.9672,22.1129
Healthy,41.6414,6.5713,4.6787,0.0659,247.4921,7.8592,0.4956,0.5021,8.9906,22.2942
Healthy,40.773,5.6673,7.819,0.0219,126.3687,7.6049,0.4182,0.3738,7.276,22.2355
Leaf-folder Injury,36.0868,9.2218,1.3323,0.0294,241.3276,7.9972,0.4464,0.4298,9.4975,21.144
Insect Infestation,42.4292,7.1239,5.7557,0.1129,136.1985,9.0231,0.5059,0.4039,9.8803,25.3029
Leaf-folder Injury,38.81,5.3516,4.1281,0.0388,259.1907,7.7282,0.6093,0.5635,10.9352,23.225
Tungro,38.6206,7.3628,4.0159,0.0469,431.2816,7.6417,0.4935,0.4931,9.7398,22.1252
Stripes,36.9751,8.3623,1.471,0.0121,130.4818,8.1746,0.4695,0.4548,10.0809,21.3009
Stripes,38.1689,5.0098,4.227,0.0813,349.8362,7.1088,0.5537,0.5657,9.7838,21.8395
Blast,37.1668,5.44,7.0552,0.0481,273.5407,6.9612,0.4677,0.4522,8.95,21.9329
Leaf-folder Injury,39.4776,5.3071,5.589,0.1306,322.5847,7.6963,0.5751,0.5016,11.239,24.4028
Healthy,37.6497,7.4709,1.0639,0.0029,108.4429,8.034,0.4925,0.4836,10.5797,21.3693
Healthy,43.7041,7.3245,8.924,0.0394,103.1273,6.9534,0.3948,0.3435,7.2494,24.6594
Healthy,36.6008,7.7706,1.5231,0.0024,268.8959,7.8607,0.4397,0.4092,9.1605,21.687
Blast,40.8877,5.7338,7.6983,0.0198,124.8293,7.5838,0.4161,0.3797,7.1819,22.3243
Blast,42.9174,8.2848,5.238,0.0621,65.9293,7.4852,0.435,0.3569,7.708,25.0744
Tungro,39.4238,5.5385,5.7231,0.1353,304.0979,7.6724,0.5525,0.4943,10.9426,24.5507
Insect Infestation,42.7843,6.4228,7.486,0.0055,65.5697,7.4718,0.4106,0.347,7.3554,23.4205
Scald,43.3996,2.2633,6.7138,0.0165,78.1692,7.4484,0.4262,0.3409,7.088,23.9341
Leaf-folder Injury,43.4336,2.1133,6.7194,0.0166,82.9609,7.5075,0.4357,0.3509,7.188,24.1437
Healthy,32.7897,8.8041,6.3381,0.0373,763.9735,7.6376,0.644,0.6445,13.4273,22.9586
Healthy,41.2189,5.4691,7.7179,0.019,129.3705,7.6206,0.4191,0.3772,7.2546,22.4425
Stripes,36.2987,10.0562,6.0843,0.0079,201.8148,7.6619,0.4483,0.3977,12.2306,24.7174
Stripes,42.8139,9.4249,5.0917,0.057,76.6845,7.9913,0.5154,0.4095,9.7573,26.0178
Scald,40.632,6.209,7.1338,0.0215,104.5705,7.3047,0.4281,0.3887,7.8839,22.2757
Blast,43.0662,6.5036,6.0461,0.0355,80.6034,7.421,0.5013,0.4618,9.0453,23.3849
Healthy,43.4718,2.1294,6.8285,0.0211,88.3006,7.4749,0.4415,0.3469,7.1485,23.7911
Scald,34.2646,9.4964,1.2135,0.0208,701.2515,7.8893,0.5475,0.5809,11.6249,21.0987
